Genre,Name,Platform,Publisher,Rating,Year of Release,Critic Count,Critic Score,EU Sales,Global Sales,JP Sales,JP Sales Text,NA Sales,Other Sales,User Count,User Score
Sports,Tony Hawks Pro Skater,PS,Activision,T,1999,18,92,1.38,5.02,0.02,$0 Million,3.42,0.2,69,9.2
Strategy,Warzone 2100,PS,Eidos Interactive,,1999,,,1.89,5.01,0,$0 Million,2.79,0.33,,
Platform,Spyro the Dragon,PS,Sony Computer Entertainment,,1998,,,1.36,5,0.07,$0 Million,3.36,0.21,,
Misc,Guitar Hero III: Legends of Rock,PS2,Activision,T,2007,24,82,0.01,4.98,0.01,$0 Million,3.49,1.48,47,8.2
Shooter,Links Crossbow Training,Wii,Nintendo,T,2007,34,68,1.17,4.98,0.29,$0 Million,3.05,0.46,47,7.1
Role-Playing,Fallout 3,X360,Bethesda Softworks,M,2008,84,93,0.99,4.94,0.09,$0 Million,3.4,0.45,1658,8.5
Role-Playing,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,Nintendo,,2007,,,1.19,4.93,1.54,$2 Million,1.83,0.37,,
Fighting,Super Smash Bros. for Wii U and 3DS,WiiU,Nintendo,,2014,,,1.1,4.93,0.82,$1 Million,2.63,0.38,,
Action,Uncharted: Drakes Fortune,PS3,Sony Computer Entertainment,T,2007,66,88,1.72,4.92,0.12,$0 Million,2.32,0.77,2332,8.1
Sports,Madden NFL 06,PS2,Electronic Arts,E,2005,29,88,0.26,4.91,0.01,$0 Million,3.98,0.66,121,8
Racing,Diddy Kong Racing,N64,Nintendo,,1997,,,0.99,4.88,0.89,$1 Million,2.91,0.1,,
Role-Playing,Monster Hunter Freedom 3,PSP,Capcom,,2010,,,0,4.87,4.87,$5 Million,0,0,,
Strategy,StarCraft II: Wings of Liberty,PC,Activision,T,2010,82,93,1.69,4.85,0,$0 Million,2.58,0.59,3057,8.2
Puzzle,Dr. Mario,NES,Nintendo,,1990,,,0.6,4.85,1.52,$2 Million,2.62,0.1,,
Adventure,Assassins Creed,PS3,Ubisoft,M,2007,40,81,2,4.82,0.09,$0 Million,1.91,0.82,777,7.3
Action,God of War III,PS3,Sony Computer Entertainment,M,2010,101,92,1.34,4.8,0.12,$0 Million,2.74,0.61,2647,8.7
Action,Uncharted: The Nathan Drake Collection,PS4,Sony Computer Entertainment,T,2015,78,86,1.79,4.8,0.09,$0 Million,2.13,0.79,1289,8.1
Racing,Crash Team Racing,PS,Sony Computer Entertainment,E,1999,20,88,1.57,4.79,0.44,$0 Million,2.57,0.21,239,9
Action,LEGO Star Wars: The Complete Saga,DS,LucasArts,E,2007,9,80,1.48,4.76,0,$0 Million,2.83,0.45,46,5.4
Action,Driver 2,PS,Atari,T,2000,14,62,2.1,4.73,0.02,$0 Million,2.36,0.25,93,7.7
Action,Batman: Arkham City,X360,Warner Bros. Interactive Entertainment,T,2011,87,94,1.27,4.73,0.04,$0 Million,2.99,0.42,1477,8.7
Racing,The Simpsons: Hit & Run,PS2,Vivendi Games,,2003,,,2.19,4.7,0,$0 Million,1.73,0.79,,
Sports,Tony Hawks Pro Skater 2,PS,Activision,T,2000,19,98,1.41,4.68,0.02,$0 Million,3.05,0.2,301,7.7
Action,The Lord of the Rings: The Two Towers,PS2,Electronic Arts,T,2002,32,82,1.95,4.67,0.08,$0 Million,1.94,0.7,78,8.2
Action,Tomb Raider,PS,Eidos Interactive,T,1996,13,91,1.97,4.63,0.13,$0 Million,2.29,0.24,149,8.6
Simulation,Animal Crossing: City Folk,Wii,Nintendo,E,2008,50,73,1.12,4.62,1.32,$1 Million,1.83,0.36,120,7.6
Action,Luigis Mansion: Dark Moon,3DS,Nintendo,E,2013,74,86,1.39,4.62,1.12,$1 Million,1.82,0.29,461,8.4
Misc,Minecraft,PS4,Sony Computer Entertainment Europe,,2014,,,2.13,4.62,0.14,$0 Million,1.62,0.73,,
Shooter,Halo 5: Guardians,XOne,Microsoft Game Studios,T,2015,101,84,1.29,4.61,0.03,$0 Million,2.86,0.42,2455,6.4
Action,The Legend of Zelda: A Link to the Past,SNES,Nintendo,,1991,,,0.91,4.61,1.15,$1 Million,2.42,0.13,,
Action,The Legend of Zelda: The Wind Waker,GC,Nintendo,E,2002,80,96,0.99,4.6,0.89,$1 Million,2.6,0.13,977,8.9
Misc,Guitar Hero III: Legends of Rock,Wii,Activision,T,2007,36,86,1.11,4.6,0,$0 Million,3.04,0.43,87,8.4
Racing,Forza Motorsport 4,X360,Microsoft Game Studios,E,2011,83,91,1.97,4.57,0.06,$0 Million,2.08,0.46,619,8.2
Shooter,Splatoon,WiiU,Nintendo,E10+,2015,88,81,1.24,4.54,1.48,$1 Million,1.56,0.26,1189,8.5
Sports,Mario & Sonic at the Olympic Winter Games,Wii,Sega,,2009,,,1.96,4.53,0.22,$0 Million,1.87,0.48,,
Sports,Madden NFL 2005,PS2,Electronic Arts,E,2004,30,91,0.26,4.53,0.01,$0 Million,4.18,0.08,78,7.9
Misc,Guitar Hero III: Legends of Rock,X360,Activision,T,2007,69,85,0.91,4.53,0.01,$0 Million,3.19,0.42,167,7.9
Action,The Legend of Zelda: Ocarina of Time,3DS,Nintendo,,2011,,,1.38,4.51,0.63,$1 Million,2.18,0.32,,
Platform,Pitfall!,2600,Activision,,1981,,,0.24,4.5,0,$0 Million,4.21,0.05,,
Sports,Madden NFL 07,PS2,Electronic Arts,E,2006,29,84,0.24,4.49,0.01,$0 Million,3.63,0.61,39,8.2
Action,Spider-Man: The Movie,PS2,Activision,E,2002,25,76,1.51,4.48,0.03,$0 Million,2.71,0.23,42,7.9
Platform,Super Mario 3D World,WiiU,Nintendo,E,2013,83,93,1.23,4.47,0.73,$1 Million,2.18,0.34,1615,9
Role-Playing,Dragon Quest VII: Warriors of Eden,PS,Enix Corporation,,2000,,,0.14,4.47,4.1,$4 Million,0.2,0.02,,
Action,God of War,PS2,Sony Computer Entertainment,M,2005,75,94,1.29,4.45,0.02,$0 Million,2.71,0.43,1007,8.9
Misc,Nintendo Land,WiiU,Nintendo,E10+,2012,61,77,1.11,4.42,0.46,$0 Million,2.52,0.33,473,7.9
Sports,Tony Hawks Pro Skater 3,PS2,Activision,T,2001,34,97,1.29,4.41,0.01,$0 Million,2.66,0.46,298,7.5
Sports,Winning Eleven: Pro Evolution Soccer 2007,PS2,Konami Digital Entertainment,E,2006,19,86,2.39,4.39,1.05,$1 Million,0.1,0.86,33,8.9
Role-Playing,The Elder Scrolls IV: Oblivion,X360,Take-Two Interactive,M,2006,90,94,1.03,4.39,0.13,$0 Million,2.83,0.4,1113,8.7
Adventure,Zelda II: The Adventure of Link,NES,Nintendo,,1987,,,0.5,4.38,1.61,$2 Million,2.19,0.08,,
Shooter,Call of Duty: Advanced Warfare,PS3,Activision,M,2014,,,1.93,4.38,0.19,$0 Million,1.57,0.69,207,4.8
Role-Playing,Fallout 4,XOne,Bethesda Softworks,M,2015,39,88,1.37,4.37,0.01,$0 Million,2.59,0.4,1759,6.2
Racing,Need for Speed: Most Wanted,PS2,Electronic Arts,T,2005,36,82,1.79,4.37,0.08,$0 Million,2.03,0.47,138,9.1
Misc,Michael Jackson: The Experience,Wii,Ubisoft,E10+,2010,37,56,1.33,4.36,0.01,$0 Million,2.64,0.39,32,8.3
Shooter,Resistance: Fall of Man,PS3,Sony Computer Entertainment,M,2006,70,86,1.72,4.35,0.14,$0 Million,1.74,0.75,718,8.1
Platform,Sonic the Hedgehog,GEN,Sega,,1991,,,0.91,4.34,0.26,$0 Million,3.03,0.13,,
Role-Playing,Kingdom Hearts II,PS2,Square Enix,E10+,2005,64,87,0.58,4.33,1.38,$1 Million,2.2,0.17,778,9
Shooter,Call of Duty: Advanced Warfare,X360,Activision,M,2014,,,1.13,4.32,0,$0 Million,2.79,0.4,221,4.9
Shooter,Asteroids,2600,Atari,,1980,,,0.26,4.31,0,$0 Million,4,0.05,,
Sports,FIFA 15,PS3,Electronic Arts,E,2014,,,3.02,4.28,0.04,$0 Million,0.58,0.64,110,4.5
Role-Playing,Fable II,X360,Microsoft Game Studios,M,2008,95,89,1.24,4.27,0.11,$0 Million,2.51,0.41,2427,6.5
Action,Batman: Arkham Asylum,PS3,Eidos Interactive,T,2009,70,91,1.31,4.24,0.07,$0 Million,2.24,0.61,1130,8.9
Misc,Namco Museum,GBA,Namco Bandai Games,E,2001,10,79,1.11,4.24,0.05,$0 Million,3,0.07,6,7.3
Action,Metal Gear Solid 3: Snake Eater,PS2,Konami Digital Entertainment,M,2004,68,91,0,4.23,0.83,$1 Million,1.46,1.93,968,9.3
Sports,FIFA 14,X360,Electronic Arts,E,2013,41,84,2.89,4.22,0.01,$0 Million,0.93,0.4,436,4.2
Action,Assassins Creed: Revelations,PS3,Ubisoft,M,2011,39,80,2.01,4.22,0.1,$0 Million,1.41,0.7,620,7.5
Platform,Daxter,PSP,Sony Computer Entertainment,E10+,2006,59,85,1.01,4.21,0,$0 Million,2.45,0.75,109,8.7
Strategy,Warcraft II: Tides of Darkness,PC,Activision,,1995,,,2.27,4.21,0,$0 Million,1.7,0.23,,
Sports,FIFA Soccer 06,PS2,Electronic Arts,E,2005,32,80,2.55,4.21,0.04,$0 Million,0.78,0.84,47,7.8
Misc,EyeToy Play,PS2,Sony Computer Entertainment,E,2003,32,80,2.3,4.2,0.2,$0 Million,0.88,0.83,22,7.5
Action,Assassins Creed: Revelations,X360,Ubisoft,M,2011,77,80,1.47,4.2,0.04,$0 Million,2.25,0.43,570,7.2
Racing,Gran Turismo 5 Prologue,PS3,Sony Computer Entertainment,E,2007,67,80,1.82,4.19,0.57,$1 Million,1.28,0.52,120,7.1
Sports,FIFA 12,X360,Electronic Arts,,2011,,,2.78,4.18,0.02,$0 Million,0.85,0.53,,
Action,Teenage Mutant Ninja Turtles,NES,Palcom,,1989,,,0.44,4.17,0.31,$0 Million,3.38,0.04,,
Fighting,Street Fighter IV,PS3,Capcom,T,2009,61,94,1.04,4.17,0.58,$1 Million,2.03,0.52,331,7.3
Racing,Excitebike,NES,Nintendo,,1984,,,0.48,4.16,1.57,$2 Million,2.04,0.07,,
Action,Frogger,PS,Hasbro Interactive,,1997,,,0.27,4.16,0,$0 Million,3.79,0.11,,
Sports,Madden NFL 2003,PS2,Electronic Arts,E,2002,25,95,0.21,4.14,0.01,$0 Million,3.36,0.56,65,7.7
Role-Playing,The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,M,2015,79,92,2.22,4.14,0.23,$0 Million,1.07,0.62,10270,9.2
Shooter,Half-Life,PC,Vivendi Games,M,1997,24,96,0,4.12,0.09,$0 Million,4.03,0,3179,9.1
Platform,Super Mario World 2: Yoshis Island,SNES,Nintendo,,1995,,,0.61,4.12,1.76,$2 Million,1.65,0.09,,
Sports,FIFA Soccer 07,PS2,Electronic Arts,,2006,,,2.48,4.11,0.03,$0 Million,0.71,0.89,,
Fighting,Street Fighter II Turbo,SNES,Capcom,,1992,,,0.51,4.1,2.1,$2 Million,1.42,0.07,,
Action,Watch Dogs,PS4,Ubisoft,M,2014,80,80,1.93,4.09,0.11,$0 Million,1.4,0.65,3018,6.3
Role-Playing,World of Warcraft: The Burning Crusade,PC,Activision,T,2007,46,91,1.52,4.09,0,$0 Million,2.57,0,789,7.9
Action,Batman: Arkham Knight,PS4,Warner Bros. Interactive Entertainment,M,2015,89,87,1.73,4.09,0.11,$0 Million,1.59,0.66,2715,7.6
Action,God of War II,PS2,Sony Computer Entertainment,M,2007,70,93,0.04,4.07,0.04,$0 Million,2.32,1.67,718,8.9
Shooter,Far Cry 4,PS4,Ubisoft,M,2014,83,85,2.18,4.06,0.1,$0 Million,1.15,0.63,1663,7.7
Role-Playing,Fallout: New Vegas,X360,Bethesda Softworks,M,2010,81,84,1.03,4.06,0.04,$0 Million,2.66,0.33,775,8.1
Sports,World Soccer Winning Eleven 9,PS2,Konami Digital Entertainment,E,2005,,,2.26,4.06,0.9,$1 Million,0.12,0.77,23,8.2
Misc,Carnival Games,Wii,Take-Two Interactive,E,2007,27,56,1.47,4.05,0.05,$0 Million,2.12,0.42,44,6
Racing,Forza Motorsport 2,X360,Microsoft Game Studios,E,2007,66,90,1.27,4.05,0.03,$0 Million,2.35,0.41,381,8.3
Misc,Namco Museum Vol.3,PS,Sony Computer Entertainment,,1996,,,1.55,4.05,0.16,$0 Million,2.28,0.06,,
Fighting,Tekken Tag Tournament,PS2,Namco Bandai Games,T,2000,25,85,1.51,4.05,0.51,$1 Million,1.68,0.35,118,8.5
Shooter,Star Fox 64,N64,Nintendo,,1997,,,0.58,4.03,0.64,$1 Million,2.78,0.04,,
Sports,Golf,NES,Nintendo,,1984,,,0.28,4.01,2.46,$2 Million,1.22,0.04,,
Shooter,Tom Clancys The Division,PS4,Ubisoft,M,2016,64,80,1.85,4,0.15,$0 Million,1.37,0.63,2234,7
Action,Assassins Creed: Unity,PS4,Ubisoft,M,2014,40,70,2.09,3.99,0.08,$0 Million,1.2,0.63,2069,4.9
Misc,Namco Museum: 50th Anniversary,PS2,Namco Bandai Games,E10+,2005,21,61,1.35,3.98,0,$0 Million,2.08,0.54,,
Shooter,Left 4 Dead 2,X360,Electronic Arts,M,2009,76,89,0.87,3.97,0.05,$0 Million,2.67,0.38,684,8.6
Role-Playing,Fallout 3,PS3,Bethesda Softworks,M,2008,57,90,1.13,3.95,0.07,$0 Million,2.16,0.59,916,8
Action,The Legend of Zelda: Skyward Sword,Wii,Nintendo,E10+,2011,81,93,1.17,3.95,0.37,$0 Million,2.03,0.38,1972,7.9
Puzzle,Professor Layton and the Diabolical Box,DS,Nintendo,E10+,2007,65,84,1.76,3.94,0.92,$1 Million,0.9,0.37,73,8.8
Role-Playing,The Elder Scrolls V: Skyrim,PC,Bethesda Softworks,M,2011,32,94,2.16,3.92,0,$0 Million,1.16,0.6,9142,8.1
Simulation,Nintendogs + cats,3DS,Nintendo,,2011,,,1.47,3.92,0.73,$1 Million,1.44,0.27,,
Role-Playing,Monster Hunter 4 Ultimate,3DS,Nintendo,T,2014,80,86,0.48,3.92,2.62,$3 Million,0.7,0.11,348,8.7
Shooter,Star Wars Battlefront (2015),XOne,Electronic Arts,,2015,,,1.3,3.91,0.02,$0 Million,2.24,0.35,,
Platform,Donkey Kong Land,G,Nintendo,,1994,,,0.76,3.91,1.07,$1 Million,1.97,0.11,,
Sports,EA Sports Active,Wii,Electronic Arts,E,2009,27,81,1.35,3.91,0.06,$0 Million,2.09,0.4,39,8.7
Sports,NBA 2K16,PS4,Take-Two Interactive,E10+,2015,51,87,0.66,3.9,0.04,$0 Million,2.51,0.69,369,6.7
Sports,Tony Hawks Underground,PS2,Activision,T,2003,38,90,1.17,3.9,0.01,$0 Million,2.29,0.42,121,8.7
Fighting,Tekken 5,PS2,Namco Bandai Games,T,2005,62,88,1.94,3.87,0.31,$0 Million,0.93,0.7,233,8.7
Role-Playing,Dragon Warrior III,NES,Enix Corporation,,1988,,,0,3.87,3.77,$4 Million,0.1,0,,
Racing,MotorStorm,PS3,Sony Computer Entertainment,T,2006,9,84,1.6,3.87,0.06,$0 Million,1.53,0.67,224,7.3
Sports,World Soccer Winning Eleven 8 International,PS2,Konami Digital Entertainment,E,2004,26,91,1.89,3.85,1.12,$1 Million,0.16,0.68,38,9.1
Sports,Sports Champions,PS3,Sony Computer Entertainment,E10+,2010,64,76,1.12,3.85,0.1,$0 Million,2.13,0.5,104,7.9
Misc,Namco Museum Vol.1,PS,Sony Computer Entertainment,,1995,,,1.44,3.84,0.22,$0 Million,2.12,0.06,,
Shooter,Call of Duty: Ghosts,PS4,Activision,M,2013,49,78,1.43,3.83,0.05,$0 Million,1.78,0.57,1570,3.7
Action,The Legend of Zelda: Links Awakening,G,Nintendo,,1992,,,0.96,3.83,0.54,$1 Million,2.21,0.13,,
Misc,Flash Focus: Vision Training in Minutes a Day,DS,Nintendo,E,2007,22,59,1.56,3.83,1.05,$1 Million,0.86,0.35,4,4
Misc,Big Brain Academy: Wii Degree,Wii,Nintendo,E,2007,33,68,1.91,3.79,0.41,$0 Million,1.05,0.42,39,6.9
Action,Resident Evil Directors Cut,PS,Virgin Interactive,,1996,,,1.24,3.77,0.47,$0 Million,1.82,0.25,,
Role-Playing,Mario & Luigi: Bowsers Inside Story,DS,Nintendo,,2009,,,0.47,3.77,0.81,$1 Million,2.23,0.26,,
Action,LEGO Indiana Jones: The Original Adventures,X360,Activision,E10+,2008,60,77,1.01,3.76,0,$0 Million,2.4,0.36,65,7.5
Simulation,The Sims: Unleashed,PC,Electronic Arts,T,2002,21,79,1.56,3.76,0,$0 Million,2.03,0.17,30,7.7
Platform,Ratchet & Clank: Size Matters,PSP,Sony Computer Entertainment,,2007,,,1.39,3.74,0.1,$0 Million,1.4,0.86,,
Action,Harry Potter and the Sorcerers Stone,PS,Electronic Arts,E,2001,11,64,2,3.73,0.14,$0 Million,1.37,0.22,43,7.5
Action,Assassins Creed IV: Black Flag,PS3,Ubisoft,M,2013,36,88,1.69,3.72,0.13,$0 Million,1.33,0.57,846,8.1
Sports,Mario & Sonic at the London 2012 Olympic Games,Wii,Sega,,2011,,,1.87,3.72,0.27,$0 Million,1.12,0.45,,
Action,Resident Evil 3: Nemesis,PS,Eidos Interactive,,1999,,,0.77,3.72,1.54,$2 Million,1.3,0.11,,
Platform,Super Paper Mario,Wii,Nintendo,E,2007,56,85,0.86,3.72,0.59,$1 Million,1.95,0.31,423,7.9
Platform,Spyro: Year of the Dragon,PS,Sony Computer Entertainment,E,2000,15,91,1.58,3.71,0,$0 Million,1.93,0.19,210,8.8
Sports,FIFA Soccer 2005,PS2,Electronic Arts,E,2004,27,81,2.48,3.7,0.04,$0 Million,0.58,0.59,56,7.6
Strategy,Pok\xc3\xa9mon Trading Card Game,G,Nintendo,,1998,,,0.73,3.7,1.38,$1 Million,1.49,0.1,,
Misc,Friend Collection,DS,Nintendo,,2009,,,0,3.67,3.67,$4 Million,0,0,,
Sports,Tony Hawks Pro Skater 4,PS2,Activision,T,2002,27,94,1.18,3.67,0.01,$0 Million,2.13,0.35,129,8.5
Simulation,MySims,DS,Electronic Arts,E,2007,15,67,1.59,3.66,0.08,$0 Million,1.58,0.41,14,6.9
Racing,Midnight Club 3: DUB Edition,PSP,Take-Two Interactive,E10+,2005,34,74,1.21,3.65,0,$0 Million,1.65,0.79,31,8.4
Platform,Banjo-Kazooie,N64,Nintendo,,1998,,,1.13,3.65,0.55,$1 Million,1.87,0.1,,
Shooter,SOCOM: U.S. Navy SEALs,PS2,Sony Computer Entertainment,M,2002,42,82,0.81,3.65,0.06,$0 Million,2.53,0.24,83,7.9
Platform,Jak and Daxter: The Precursor Legacy,PS2,Sony Computer Entertainment,E,2001,35,90,1.09,3.64,0.15,$0 Million,2.08,0.33,314,8.7
Simulation,Pokemon Snap,N64,Nintendo,,1999,,,0.68,3.63,0.66,$1 Million,2.23,0.06,,
Sports,Pro Evolution Soccer 2008,PS2,Konami Digital Entertainment,E,2007,10,82,0,3.63,0.64,$1 Million,0.05,2.93,38,7.9
Action,Resident Evil 4,PS2,Capcom,M,2005,38,96,0.83,3.62,0.46,$0 Million,2.08,0.25,1025,8.9
Sports,FIFA Soccer 10,PS3,Electronic Arts,E,2009,56,91,2.45,3.62,0.05,$0 Million,0.6,0.52,204,7.5
Misc,Guitar Hero: World Tour,Wii,Activision,T,2008,18,86,0.96,3.62,0,$0 Million,2.32,0.34,71,7.6
Shooter,Battlefield 4,PS4,Electronic Arts,M,2013,18,85,1.55,3.61,0.17,$0 Million,1.37,0.52,1586,6.9
Shooter,Star Wars: Battlefront,PS2,LucasArts,T,2004,36,82,1.22,3.61,0.03,$0 Million,1.93,0.44,143,8.7
Shooter,Doom II: Hell on Earth,PC,Virgin Interactive,,1994,,,1.4,3.61,0,$0 Million,2.05,0.16,,
Racing,The Simpsons: Road Rage,PS2,Electronic Arts,T,2001,23,64,1.17,3.61,0,$0 Million,2.02,0.42,32,7.7
Action,Luigis Mansion,GC,Nintendo,E,2001,34,78,0.67,3.6,0.46,$0 Million,2.38,0.1,162,8.6
Misc,Just Dance 2014,Wii,Ubisoft,E10+,2013,,,1.39,3.59,0,$0 Million,1.89,0.31,10,6.2
Shooter,Star Wars: Battlefront II,PS2,LucasArts,T,2005,30,84,1.02,3.59,0.03,$0 Million,2.18,0.37,268,9
Simulation,Cooking Mama 2: Dinner With Friends,DS,505 Games,E,2007,39,70,1.49,3.58,0.1,$0 Million,1.6,0.39,9,8
Fighting,WWF SmackDown!,PS,THQ,,2000,,,1.35,3.58,0.06,$0 Million,2.01,0.16,,
Platform,Croc: Legend of the Gobbos,PS,Fox Interactive,,1997,,,1.79,3.56,0,$0 Million,1.57,0.2,,
Shooter,Call of Duty: Infinite Warfare,XOne,Activision,M,2016,18,78,0.98,3.56,0,$0 Million,2.25,0.33,315,3.2
Action,Assassins Creed: Unity,XOne,Ubisoft,M,2014,59,72,0.9,3.56,0,$0 Million,2.32,0.33,1008,4.1
Action,Grand Theft Auto: Liberty City Stories,PS2,Take-Two Interactive,M,2006,49,78,1.4,3.54,0.07,$0 Million,1.56,0.5,112,7.8
Action,The Getaway,PS2,Sony Computer Entertainment,M,2002,49,72,1.77,3.54,0.05,$0 Million,1.23,0.49,89,6.8
Action,Tomb Raider III: Adventures of Lara Croft,PS,Eidos Interactive,,1997,,,1.58,3.54,0.12,$0 Million,1.66,0.18,,
Shooter,James Bond 007: Agent Under Fire,PS2,Electronic Arts,T,2001,27,72,1.13,3.53,0.1,$0 Million,1.9,0.41,48,7.9
Action,LEGO Star Wars: The Video Game,PS2,Eidos Interactive,,2005,,,1.14,3.53,0.01,$0 Million,1.98,0.41,,
Action,Rugrats in Paris: The Movie,PS,THQ,,2000,,,1.33,3.52,0,$0 Million,1.96,0.23,,
Sports,FIFA Soccer 11,X360,Electronic Arts,E,2010,66,88,2.39,3.52,0.02,$0 Million,0.71,0.4,155,7.5
Platform,Spyro 2: Riptos Rage!,PS,Sony Computer Entertainment,,1999,,,1.21,3.52,0.01,$0 Million,2.14,0.17,,
Shooter,Left 4 Dead,X360,Electronic Arts,M,2008,67,89,0.49,3.51,0.05,$0 Million,2.66,0.3,1309,7.9
Platform,Donkey Kong Country 3: Dixie Kongs Double Trouble!,SNES,Nintendo,,1996,,,0.5,3.51,1.75,$2 Million,1.17,0.08,,
Action,Resident Evil 5,X360,Capcom,M,2009,91,83,0.93,3.5,0.12,$0 Million,2.11,0.34,526,7.5
Action,Kung Fu,NES,Nintendo,,1985,,,0.38,3.5,1.42,$1 Million,1.64,0.06,,
Action,Assassins Creed: Brotherhood,X360,Ubisoft,M,2010,81,89,0.38,3.5,0.03,$0 Million,2.85,0.24,700,8.3
Shooter,Battlefield 4,PS3,Electronic Arts,M,2013,14,80,1.42,3.5,0.27,$0 Million,1.31,0.5,580,5.8
Sports,FIFA Soccer 2004,PS2,Electronic Arts,E,2003,20,84,2.36,3.49,0.04,$0 Million,0.59,0.51,76,6.4
Shooter,Battlefield 4,X360,Electronic Arts,M,2013,21,79,1.02,3.49,0.02,$0 Million,2.15,0.31,546,5.6
Action,Batman: Arkham Asylum,X360,Eidos Interactive,T,2009,78,92,0.95,3.49,0.02,$0 Million,2.21,0.31,1083,8.7
Shooter,Battlefield: Bad Company 2,X360,Electronic Arts,M,2010,75,88,1.01,3.48,0.04,$0 Million,2.1,0.32,870,8.6
Shooter,Gears of War: Ultimate Edition,XOne,Microsoft Game Studios,M,2015,74,82,0.34,3.47,0,$0 Million,2.78,0.36,570,7.5
Sports,Mario & Sonic at the Olympic Winter Games,DS,Sega,,2009,,,1.62,3.46,0.27,$0 Million,1.21,0.37,,
Misc,Guitar Hero: On Tour,DS,Activision,E10+,2008,70,71,1.01,3.46,0.01,$0 Million,2.1,0.35,29,8.8
Misc,Clubhouse Games,DS,Nintendo,E,2006,30,83,1.79,3.45,0.73,$1 Million,0.59,0.34,28,8.4
Shooter,Borderlands,X360,Take-Two Interactive,M,2009,83,84,0.71,3.44,0.03,$0 Million,2.4,0.29,717,8.2
Role-Playing,Monster Hunter 4,3DS,Capcom,,2013,,,0,3.44,3.44,$3 Million,0,0,,
Action,Assassins Creed Syndicate,PS4,Ubisoft,M,2015,86,76,2.01,3.44,0.07,$0 Million,0.84,0.53,1341,6.8
Fighting,Tekken 4,PS2,Namco Bandai Games,T,2002,23,79,1.27,3.44,0.33,$0 Million,1.55,0.29,126,8.3
Shooter,Battlefield 1,XOne,Electronic Arts,M,2016,38,87,0.97,3.44,0.01,$0 Million,2.14,0.32,470,8.1
Action,Metal Gear Solid V: The Phantom Pain,PS4,Konami Digital Entertainment,M,2015,86,93,1.36,3.43,0.49,$0 Million,1.1,0.48,3987,8.2
Role-Playing,Final Fantasy III,SNES,SquareSoft,,1994,,,0,3.42,2.55,$3 Million,0.86,0.02,,
Action,Grand Theft Auto 2,PS,Take-Two Interactive,T,1998,15,70,2.07,3.42,0,$0 Million,1.13,0.22,67,8
Action,Spider-Man 2,PS2,Activision,T,2004,50,80,1.2,3.41,0.02,$0 Million,1.75,0.43,109,8.9
Racing,F-1 Race,G,Nintendo,,1990,,,0.69,3.41,0.59,$1 Million,1.73,0.4,,
Platform,LittleBigPlanet 2,PS3,Sony Computer Entertainment,E,2011,86,91,1.05,3.4,0.06,$0 Million,1.83,0.46,660,8.4
Action,LEGO Batman: The Videogame,X360,Warner Bros. Interactive Entertainment,E10+,2008,49,76,1.03,3.4,0,$0 Million,2.04,0.32,75,7.9
Sports,FIFA Soccer 2003,PS2,Electronic Arts,E,2002,15,88,2.28,3.4,0.05,$0 Million,0.46,0.61,35,6.7
Misc,Crash Bash,PS,Sony Computer Entertainment,E,2000,12,68,1.47,3.39,0.19,$0 Million,1.56,0.17,100,8.3
Shooter,Destiny,XOne,Activision,T,2014,11,75,0.92,3.38,0,$0 Million,2.14,0.31,1736,5.5
Action,Monster Hunter X,3DS,Capcom,,2015,,,0.23,3.37,2.8,$3 Million,0.29,0.05,,
Role-Playing,Final Fantasy XV,PS4,Square Enix,T,2016,102,82,1.12,3.37,0.81,$1 Million,1.01,0.42,2659,7.7
Fighting,WWF War Zone,PS,Acclaim Entertainment,,1998,,,0.76,3.36,0,$0 Million,2.47,0.13,,
Action,The Legend of Zelda: Majoras Mask,N64,Nintendo,,2000,,,0.67,3.36,0.73,$1 Million,1.9,0.06,,
Shooter,Far Cry 3,PS3,Ubisoft,M,2012,32,90,1.7,3.35,0.1,$0 Million,0.88,0.67,1046,8.5
Adventure,Rugrats: Search For Reptar,PS,THQ,,1998,,,1.53,3.34,0,$0 Million,1.63,0.18,,
Role-Playing,Yokai Watch 2 Ganso/Honke,3DS,Nintendo,,2014,,,0,3.33,3.18,$3 Million,0.13,0.02,,
Misc,English Training: Have Fun Improving Your Skills!,DS,Nintendo,,2006,,,0.99,3.33,2.32,$2 Million,0,0.02,,
Shooter,James Bond 007: Nightfire,PS2,Electronic Arts,T,2002,20,77,1.29,3.33,0.12,$0 Million,1.45,0.46,66,8.5
Platform,Ratchet & Clank,PS2,Sony Computer Entertainment,,2002,,,1.01,3.33,0.57,$1 Million,1.44,0.3,,
Action,Star Wars Episode III: Revenge of the Sith,PS2,LucasArts,T,2005,34,60,1.39,3.32,0.03,$0 Million,1.47,0.43,82,7.2
Action,The Legend of Zelda: Spirit Tracks,DS,Nintendo,E10+,2009,75,87,0.91,3.31,0.74,$1 Million,1.4,0.26,231,7.8
Shooter,Max Payne,PS2,Take-Two Interactive,M,2001,21,80,1.05,3.31,0.05,$0 Million,1.99,0.22,87,8.4
Shooter,Halo: The Master Chief Collection,XOne,Microsoft Game Studios,M,2014,69,85,1,3.31,0.03,$0 Million,1.98,0.3,1272,7.2
